rep_id,G,group_size,V_slope_asymp,t_cce,t_bch,reject_normal,reject_bch
15,16,225,5.1429590632102755,1.4205526900477887,1.3754442277413081,FALSE,FALSE
15,20,180,4.750574467764945,1.478055750579349,1.4406305431059168,FALSE,FALSE
16,4,900,6.022831933344447,-0.7711748122357384,-0.6678569781548439,FALSE,FALSE
16,8,450,9.961175409229112,-0.5996501058758978,-0.5609213120325823,FALSE,FALSE
16,12,300,21.01778350797639,-0.4128190702895322,-0.39524416849396726,FALSE,FALSE
16,16,225,16.682555234156457,-0.46336360909744373,-0.4486498853182408,FALSE,FALSE
16,20,180,11.17643207811629,-0.5661110304380457,-0.5517767790007518,FALSE,FALSE
17,4,900,1.6009960956578846,0.8470032692571395,0.7335263482651538,FALSE,FALSE
17,8,450,3.1611902026408707,0.602774552621201,0.5638439643436187,FALSE,FALSE
17,12,300,3.5657009369298667,0.5675547535447187,0.5433923061796814,FALSE,FALSE
17,16,225,3.785883119926307,0.5508034121776876,0.5333131105996008,FALSE,FALSE
17,20,180,5.961332149106454,0.43894344003562524,0.42782914390302246,FALSE,FALSE
18,4,900,6.9310033637616035,0.6303852819352619,0.5459296683277524,FALSE,FALSE
18,8,450,13.541388374411342,0.45099582611987543,0.42186796605141197,FALSE,FALSE
18,12,300,12.618870414195062,0.46719036687631654,0.44730072173001423,FALSE,FALSE
18,16,225,13.357058030104266,0.45409708416328604,0.43967761113143866,FALSE,FALSE
18,20,180,12.469232250283081,0.4699852871074292,0.4580849938522108,FALSE,FALSE
19,4,900,13.309002614440553,-0.538737811312779,-0.4665606305760941,FALSE,FALSE
19,8,450,10.075657348156465,-0.6191751498705189,-0.5791853183049723,FALSE,FALSE
19,12,300,19.066348648723153,-0.4501077053120227,-0.43094531847573203,FALSE,FALSE
19,16,225,10.09913389396822,-0.6184550608290331,-0.5988165377421351,FALSE,FALSE
19,20,180,14.94142544010145,-0.508456960278554,-0.4955825425021766,FALSE,FALSE
20,4,900,3.6300009074993462,2.7468948386479215,2.3788807117934567,TRUE,FALSE
20,8,450,5.926759677209599,2.1497439796865865,2.0109013603167813,TRUE,FALSE
20,12,300,4.387475398594409,2.4985500470883384,2.39217954516825,TRUE,TRUE
20,16,225,5.875294823505044,2.159138830288183,2.090577182963974,TRUE,FALSE
